Date,Close,High,Low,Open,Volume
2001-08-02,7456.18212890625,7456.18212890625,7236.882654526654,7444.640051307323,60400
2001-08-03,7525.4345703125,7594.687035683474,7386.929639570552,7502.350415188842,61400
2001-08-06,7606.228515625,7663.938898899848,7502.349825730273,7663.938898899848,44400
2001-08-07,7617.76904296875,7663.937340198863,7490.806225585938,7617.76904296875,94600
2001-08-08,7606.228515625,7663.938898899848,7433.097365800455,7617.77059227997,128800
2001-08-09,7617.76904296875,7617.76904296875,7502.348299893466,7617.76904296875,289200
2001-08-10,7617.76904296875,7790.9001575816765,7594.684894353693,7790.9001575816765,105600
2001-08-13,7583.14501953125,7617.771252497146,7502.350475944159,7617.771252497146,111200
2001-08-14,7964.033203125,8044.827742866848,7594.686735733696,7606.228812839674,228400
2001-08-15,7964.033203125,7964.033203125,7964.033203125,7964.033203125,0
2001-08-16,8194.875,8448.800704225352,7848.612676056338,7964.033450704226,137800
2001-08-17,8310.2958984375,8414.174597167968,8090.996423339844,8414.174597167968,105400
2001-08-20,8310.2958984375,8402.632519531251,8125.622656250001,8125.622656250001,68400
2001-08-21,8506.5107421875,8506.5107421875,8310.29543334464,8494.968665196744,92600
2001-08-22,8760.435546875,8760.435546875,8379.547044836956,8529.594030488306,86400
2001-08-23,8656.556640625,8771.977395833334,8575.762111979167,8760.435320312501,82400
2001-08-24,8771.9775390625,8910.482447574013,8633.472630550987,8760.435463353208,63000
2001-08-27,9118.2412109375,9349.082760581487,8783.520963953719,8956.65212618671,173200
2001-08-28,9164.4091796875,9372.166566632557,8910.483484532431,9372.166566632557,83600
2001-08-29,9060.52734375,9095.15356289809,8795.059663614651,8956.648686305733,133200
2001-08-30,9072.072265625,9118.240572320292,8841.230732148537,9048.988112277353,47800
2001-08-31,9060.52734375,9233.658439490446,8783.517590565287,8783.517590565287,76800
2001-09-03,9233.66015625,9325.9967578125,9072.071103515626,9325.9967578125,67600
2001-09-04,9579.921875,9579.921875,9268.285862198794,9325.99623493976,99200
2001-09-05,9383.7080078125,9649.175762031058,9349.081779001384,9579.923304408825,81200
2001-09-06,9487.5888671875,9579.925498498327,9291.373525651992,9533.757182842914,98800
2001-09-07,9487.5888671875,9614.551735239887,9199.036894341165,9360.625999135113,72800
2001-09-10,9464.5,9579.920731707318,9268.28475609756,9579.920731707318,84000
2001-09-11,9579.921875,9614.548098644578,9418.3328313253,9614.548098644578,39800
2001-09-12,9926.18359375,11011.138544694768,9926.18359375,11011.138544694768,322000
2001-09-13,8852.7744140625,9926.187739366038,8460.34373599454,9926.187739366038,620800
2001-09-14,8933.56640625,9856.932443071704,8633.472444282945,9187.492066375968,753600
2001-09-17,9245.201171875,9545.295092560082,8679.639552122348,8702.723699867352,364400
2001-09-18,9279.830078125,9522.213699568563,8771.978680814676,9187.493460432213,265400
2001-09-19,9464.5,9510.668292682927,9279.826829268293,9279.826829268293,178600
2001-09-20,9268.2880859375,9464.503400334683,9175.951467397648,9464.503400334683,155800
2001-09-21,9072.072265625,9302.913799101463,9002.819805582061,9302.913799101463,125200
2001-09-24,9072.072265625,9072.072265625,9072.072265625,9072.072265625,0
2001-09-25,8910.482421875,9072.071481339055,8679.640908354922,9025.903178635039,138600
2001-09-26,8956.65234375,9025.904810325386,8679.642477448453,8725.810788498711,88800
2001-09-27,9314.45703125,9395.251577989467,8725.811047862453,8725.811047862453,110400
2001-09-28,9314.45703125,9314.45703125,9314.45703125,9314.45703125,0
2001-10-01,9314.45703125,9314.45703125,9314.45703125,9314.45703125,0
2001-10-02,9314.45703125,9314.45703125,9314.45703125,9314.45703125,0
2001-10-03,9314.45703125,9314.45703125,9314.45703125,9314.45703125,0
2001-10-04,9349.0830078125,9464.50378568673,9268.28846330054,9464.50378568673,88800
2001-10-05,9395.248046875,9441.416341945638,9256.743161663084,9441.416341945638,243600
2001-10-08,9579.921875,9810.763365963856,9372.16453313253,9464.501129518072,146600
2001-10-09,9649.17578125,9729.970315303528,9349.081797622606,9695.344086423444,183800
2001-10-10,9603.009765625,9695.34639798678,9476.046896127555,9695.34639798678,62600
2001-10-11,9499.1318359375,9626.0947158832,9464.505595952309,9579.926395902947,132600
2001-10-12,9349.0830078125,9603.008719135803,9349.0830078125,9441.419630111883,126800
2001-10-15,9395.248046875,9452.958415713298,9164.406571521806,9245.201087895424,90000
2001-10-16,9418.333984375,9464.502288219976,9279.829072840073,9279.829072840073,44400
2001-10-17,9233.66015625,9418.333359375,9164.407705078125,9418.333359375,128000
2001-10-18,9291.373046875,9291.373046875,9072.073558812112,9233.662655279502,118800
2001-10-19,9314.45703125,9349.083265566915,9141.325859665427,9291.372875038724,55600
2001-10-22,9291.373046875,9314.457203513199,9118.241872088509,9314.457203513199,85600
2001-10-23,9383.7080078125,9510.670846786592,9164.40855867543,9291.371397649524,192400
2001-10-24,9349.0830078125,9383.709241174769,9175.951841001157,9383.709241174769,128600
2001-10-25,9233.66015625,9349.080908203125,9106.697329101562,9349.080908203125,175200
2001-10-26,9291.373046875,9314.457203513199,9210.578498641304,9233.662655279502,164400
2001-10-29,9452.9609375,9452.9609375,9152.866939484127,9256.745631105006,145600
2001-10-30,9418.333984375,9464.502288219976,9314.455300723805,9464.502288219976,29000
2001-10-31,9360.623046875,9372.165122148583,9268.286444686344,9349.080971601417,73400
2001-11-01,9395.248046875,9452.958415713298,9222.116940360105,9452.958415713298,91400
2001-11-02,9522.212890625,9637.633652935607,9268.287213541667,9464.502509469698,77400
2001-11-05,9603.009765625,9614.551844670223,9372.168184720553,9533.757291353666,123000
2001-11-06,9603.009765625,9833.851346529447,9556.841449444111,9603.009765625,388400
2001-11-07,9591.4677734375,9603.009852587245,9499.131140239546,9603.009852587245,206800
2001-11-08,9556.83984375,9695.34476902174,9545.297766644022,9683.802691915762,378800
2001-11-09,9556.83984375,9556.83984375,9556.83984375,9556.83984375,0
2001-11-12,9533.7529296875,9603.00537227603,9452.958413334216,9556.83707721701,191800
2001-11-13,9545.296875,9683.801787333738,9464.502342805321,9603.007255139057,179000
2001-11-14,10041.60546875,10041.60546875,9383.707179418103,9591.464533943965,127200
2001-11-15,9880.0185546875,10203.196731709988,9579.924533166617,9926.186865690712,183200
2001-11-16,10272.44921875,10272.44921875,9718.429485603932,9810.766107794943,138000
2001-11-19,9926.18359375,10618.708030523256,9903.099445857559,9903.099445857559,262200
2001-11-20,9649.17578125,10226.279595918062,9649.17578125,9926.18561229067,451600
2001-11-21,10110.85546875,10145.481686108733,9660.714643086472,9660.714643086472,178000
2001-11-22,10041.60546875,10318.615274784483,9880.016415229886,10318.615274784483,59800
2001-11-23,10157.029296875,10191.655533114346,9891.561485706676,10030.066430664063,298200
2001-11-26,10249.3642578125,10387.869180215372,9903.101951805322,10157.027642877252,377000
2001-11-27,10237.822265625,10618.710805383314,9926.186187640926,10249.364342587374,284400
2001-11-28,9926.18359375,10237.819590297966,9764.594558502908,10214.735442405523,475200
2001-11-29,9926.18359375,9926.18359375,9926.18359375,9926.18359375,0
2001-11-30,9926.18359375,9926.18359375,9926.18359375,9926.18359375,0
2001-12-03,9949.26953125,10133.942747607309,9141.324209686774,9926.185379205335,534000
2001-12-04,9603.009765625,10110.861243614783,9510.67313326322,10110.861243614783,406100
2001-12-05,10018.5224609375,10849.551973826325,9695.34431703629,9880.017542122696,323600
2001-12-06,10018.5224609375,10595.626289332518,9695.34431703629,10157.027379752304,514100
2001-12-07,10595.623046875,10918.801091877724,10110.855979370916,10110.855979370916,226900
2001-12-10,10041.60546875,11218.897144396551,10041.60546875,10895.71903735632,192500
2001-12-11,10318.6142578125,10572.539888317953,10041.604479079278,10157.02522021812,158400
2001-12-12,10503.2890625,10572.541517857142,9972.353571428572,10572.541517857142,193200
2001-12-13,9949.26953125,10503.289180321925,9856.932923071345,10064.690291473318,664700
2001-12-14,10018.5224609375,10087.774920344902,9626.091857628888,9949.270001530098,372900
2001-12-17,9718.4287109375,10110.85932396823,9718.4287109375,10110.85932396823,117100
2001-12-18,10133.94140625,10157.025555239179,9718.42672444476,9718.42672444476,156600
2001-12-19,10203.1962890625,10249.364598062783,9903.10228056066,10133.943825562075,420200
2001-12-20,10387.8701171875,10387.8701171875,9972.3553125,10249.365182291665,192100
2001-12-21,10157.029296875,10364.78671431108,9926.187721946022,10364.78671431108,198000
2001-12-24,10226.2783203125,10318.614919141508,10018.520972947235,10157.025871190746,114800
2001-12-25,10226.2783203125,10226.2783203125,10226.2783203125,10226.2783203125,0
2001-12-26,10203.1962890625,10387.86952506363,10018.523053061368,10295.532907063065,102800
2001-12-27,9787.6787109375,10110.856781581662,9372.16404868072,9372.16404868072,185600
2001-12-28,10110.85546875,10157.023758561643,9833.845729880137,9926.182309503425,155600
2001-12-31,10110.85546875,10110.85546875,10110.85546875,10110.85546875,0
2002-01-01,10110.85546875,10110.85546875,10110.85546875,10110.85546875,0
2002-01-02,10180.1103515625,10272.44695339073,9741.5114928784,10110.857900191326,187600
2002-01-03,10180.1103515625,10180.1103515625,10180.1103515625,10180.1103515625,0
2002-01-04,9926.18359375,10295.529960029071,9926.18359375,10087.772628997094,167100
2002-01-07,9972.3544921875,10249.364339192709,9741.512953016492,10203.196031358508,200300
2002-01-08,9787.6787109375,10133.940929484817,9787.6787109375,10110.856781581662,91900
2002-01-09,9695.34375,9856.9328125,9372.165625,9787.680357142857,201100
2002-01-10,9025.904296875,9695.34476902174,9025.904296875,9695.34476902174,282700
2002-01-11,9856.93359375,9856.93359375,9233.661446135831,9233.661446135831,286600
2002-01-14,9695.34375,9764.596205357142,9487.586383928572,9695.34375,117300
2002-01-15,9672.2587890625,9695.342938917065,9349.080691098598,9672.2587890625,215200
2002-01-16,9672.2587890625,9741.511238626194,9487.585590225985,9695.342938917065,100200
2002-01-17,9787.6787109375,10018.520189969046,9672.257971421728,9672.257971421728,168600
2002-01-18,9880.0185546875,10018.523487697137,9533.756222163405,10018.523487697137,168900
2002-01-21,9764.59765625,10133.944139701536,9764.59765625,9880.018432328605,115600
2002-01-22,9787.6787109375,9926.183598356427,9556.837231905954,9926.183598356427,117500
2002-01-23,9787.6787109375,9926.183598356427,9556.837231905954,9787.6787109375,127900
2002-01-24,10110.85546875,10157.023758561643,9856.92987478596,9949.266454409248,202800
2002-01-25,10572.5419921875,11241.982424007232,10018.522324474618,10157.027241402839,256400
2002-01-28,11195.814453125,11265.066913659793,10803.383843427835,11172.730299613402,106400
2002-01-29,11911.4228515625,12811.70481127362,11103.477503103804,11518.992253739705,164300
2002-01-30,10664.8779296875,11911.422103287337,10618.70962696158,11911.422103287337,153500
2002-01-31,10664.8779296875,10664.8779296875,10664.8779296875,10664.8779296875,0
2002-02-01,10110.85546875,10526.370077054795,10018.518889126713,10526.370077054795,386200
2002-02-04,10064.693359375,10295.534950186353,9741.515132239107,10249.366632024083,141200
2002-02-05,10064.693359375,10087.777518456136,9787.683450401377,9833.851768563647,94500
2002-02-06,10041.60546875,10064.689619252873,9880.016415229886,9926.184716235632,96000
2002-02-07,9764.59765625,9995.43920840721,9718.429345818557,9926.186742760046,112200
2002-02-08,9926.18359375,9926.18359375,9603.005523255815,9833.847002180233,78600
2002-02-11,9926.18359375,9926.18359375,9926.18359375,9926.18359375,0
2002-02-12,9926.18359375,9926.18359375,9926.18359375,9926.18359375,0
2002-02-13,9926.18359375,9926.18359375,9926.18359375,9926.18359375,0
2002-02-14,11403.57421875,11403.57421875,9787.683135121457,10157.029668522267,188200
2002-02-15,10849.548828125,11080.390292553191,10503.286631482712,11080.390292553191,144400
2002-02-18,11057.3076171875,11288.149112327113,10572.54047739431,10849.550271561848,99600
2002-02-19,10434.0380859375,10941.889497199943,10249.364845478429,10941.889497199943,144200
2002-02-20,10249.3642578125,10434.037487682996,10180.111796611065,10434.037487682996,62000
2002-02-21,10480.2041015625,10664.877301590033,10341.699201541851,10434.035801555618,108600
2002-02-22,10895.720703125,10988.057319253177,10295.532698291843,10295.532698291843,139900
2002-02-25,10664.8779296875,11241.9817137615,10480.20471878382,11126.5609569467,132700
2002-02-26,11080.3935546875,11172.730167643229,10664.87879638672,10941.888635253907,159000
2002-02-27,11449.740234375,11542.076849168347,10895.720545614919,11080.393775201612,218500
2002-02-28,11126.5625,11680.582209543569,11034.22588174274,11680.582209543569,169300
2002-03-01,11126.5625,11126.5625,11126.5625,11126.5625,0
2002-03-04,11080.3935546875,11542.076619466146,11034.225248209636,11172.730167643229,199800
2002-03-05,10803.384765625,11080.394631410256,10664.879832732371,11080.394631410256,191900
2002-03-06,10803.384765625,11172.731253338676,10734.132299178686,10849.553076589209,132400
2002-03-07,10964.9755859375,11080.396381578948,10757.218153782895,10849.554790296053,105900
2002-03-08,10849.548828125,11218.895171210106,10618.707363696809,11080.390292553191,141200
2002-03-11,10687.9609375,10964.970724217063,10341.698704103672,10941.886575323973,177500
2002-03-12,10826.4677734375,10941.88853861274,10434.037171841685,10918.804385577692,205000
2002-03-13,10803.384765625,11011.142164963943,10595.627366286059,10872.637232071314,142100
2002-03-14,12003.7587890625,12003.7587890625,10480.204788912259,10964.971970778244,345200
2002-03-15,11149.6416015625,11311.230610280796,10941.884304638976,11172.725745665113,228200
2002-03-18,11288.1474609375,11449.736483895706,11080.390145705522,11449.736483895706,176600
2002-03-19,11218.8955078125,11288.14794921875,10988.054036458334,11265.063802083334,236700
2002-03-20,11080.3935546875,11380.48754679362,10964.97278849284,11218.898474121093,202300
2002-03-21,11403.57421875,11403.57421875,11034.22768534919,11080.39600202429,125100
2002-03-22,11403.57421875,11542.079168775303,11149.648477036942,11403.57421875,213500
2002-03-25,11172.7275390625,11495.905608374225,11172.7275390625,11426.653164950283,113600
2002-03-26,11726.7490234375,11772.91732667938,11126.56108129306,11149.645232914001,181700
2002-03-27,11749.8369140625,12003.762662696465,11357.406211628193,11634.416119228881,157900
2002-03-28,11749.8369140625,12142.267616496807,11657.500278195605,11934.510185796293,85700
2002-03-29,12373.107421875,12557.780666977611,11911.42430911847,12096.097554221082,99900
2002-04-01,11357.404296875,12465.443740472561,11126.562746125508,12465.443740472561,316800
2002-04-02,11357.404296875,11634.41415777439,11034.226125825711,11426.656762099847,610100
2002-04-03,11772.9150390625,11772.9150390625,11103.474772135416,11542.073567708334,433500
2002-04-04,11911.4228515625,12096.096074067345,11403.571489674177,11634.413017805233,158600
2002-04-05,11911.4228515625,11911.4228515625,11911.4228515625,11911.4228515625,0
2002-04-08,11680.58203125,12165.349269701088,11588.245414402174,11911.423573369566,145600
2002-04-09,11772.9150390625,12049.9248046875,11726.746744791666,11772.9150390625,114900
2002-04-10,11449.740234375,11842.170847246723,11241.98285108997,11772.918386151714,207000
2002-04-11,11449.740234375,11957.591615738407,11080.393775201612,11218.898697391633,392500
2002-04-12,11403.57421875,11403.57421875,11126.564318699393,11334.321743737348,254400
2002-04-15,11403.57421875,11542.079168775303,11218.900952049595,11495.910852100202,80600
2002-04-16,11518.990234375,11565.158531907564,11195.812151647044,11403.569490543587,83000
2002-04-17,12096.0966796875,12188.433295562978,11426.656214590292,11518.992830465768,186100
2002-04-18,11888.3388671875,12280.769470570389,11726.749795206311,12142.26455172937,125500
2002-04-19,11772.9150390625,11980.67236328125,11611.326009114584,11911.419921875,106500
2002-04-22,12465.4423828125,13527.313400607638,11772.917805989582,11772.917805989582,295300
2002-04-23,11888.3388671875,12419.274389411408,11749.83394834648,12419.274389411408,137100
2002-04-24,12142.2626953125,12396.188341031962,11772.916301538735,12073.010246479918,77600
2002-04-25,11772.9150390625,12303.850423177082,11772.9150390625,12280.766276041666,92500
2002-04-26,11865.25390625,12373.105240758754,11772.917299975681,11819.08560311284,104500
2002-04-29,11542.0771484375,11911.4236171875,11241.983142578125,11911.4236171875,116500
2002-04-30,11749.8369140625,11842.173549929395,11357.406211628193,11495.911165428537,85300
2002-05-01,11749.8369140625,11749.8369140625,11749.8369140625,11749.8369140625,0
2002-05-02,11542.0771484375,11680.58207421875,11357.403914062501,11565.161302734376,94800
2002-05-03,11980.6767578125,12165.350002634272,11357.404556539017,11634.414423771676,216400
2002-05-06,11934.5078125,11957.591966876209,11565.161342480658,11819.087040618957,72600
2002-05-07,12165.349609375,12419.27531279649,11865.255596240511,11865.255596240511,89600
2002-05-08,11842.1689453125,12188.431195175439,11819.084795321638,12026.842145239401,118400
2002-05-09,11449.740234375,12673.200380386845,11449.740234375,11865.25500094506,387500
2002-05-10,11288.1474609375,11772.914529812117,11288.1474609375,11565.157214580138,170500
2002-05-13,11334.3173828125,11518.99057845914,11241.98078498918,11265.06493444501,76400
2002-05-14,11726.7490234375,12003.75884288878,11241.98183939776,11241.98183939776,148300
2002-05-15,12073.015625,12073.015625,11703.6690666826,11726.753226577437,91400
2002-05-16,12026.8447265625,12096.097191398752,11726.750712272074,12003.760571617084,56600
2002-05-17,13157.966796875,13157.966796875,11957.590878563597,12026.843335389254,130000
2002-05-20,12049.9287109375,13250.30475110752,12049.9287109375,13157.968132632903,191600
2002-05-21,11518.990234375,12234.598846129758,11518.990234375,12003.757358466934,154700
2002-05-22,12003.7587890625,12003.7587890625,11380.486698091947,11542.075758713941,142500
2002-05-23,11334.3173828125,12003.757717031569,11241.98078498918,11796.000371929098,239100
2002-05-24,11726.7490234375,11772.91732667938,11357.40259750246,11357.40259750246,177700
2002-05-27,11495.904296875,11957.587200363956,11472.820151700551,11495.904296875,121800
2002-05-28,12003.7587890625,12003.7587890625,11542.075758713941,11565.15991023137,131500
2002-05-29,11426.6552734375,11865.25416272096,11334.318665167299,11865.25416272096,206200
2002-05-30,11680.58203125,11726.750339673914,11426.656334918478,11426.656334918478,103400
2002-05-31,11865.25390625,12096.095421935797,11588.244087427043,11819.08560311284,227300
2002-06-03,11634.4130859375,12165.34860374814,11634.4130859375,12142.264450799852,100900
2002-06-04,11542.0771484375,11772.91869140625,11426.656376953126,11542.0771484375,88900
2002-06-05,11634.4130859375,11911.422921316966,11565.160627092635,11565.160627092635,66900
2002-06-06,11634.4130859375,11634.4130859375,11634.4130859375,11634.4130859375,0
2002-06-07,11288.1474609375,11634.409652990797,11288.1474609375,11634.409652990797,162600
2002-06-10,11703.6650390625,11703.6650390625,11357.402759800296,11357.402759800296,82500
2002-06-11,11380.4853515625,11565.158541851546,11311.232905204108,11495.906095493154,106400
2002-06-12,11265.0654296875,11449.738633452867,11218.897128746157,11311.233730628841,323100
2002-06-13,11265.0654296875,11265.0654296875,11265.0654296875,11265.0654296875,0
2002-06-14,11241.9814453125,11403.570500994609,11241.9814453125,11241.9814453125,92800
2002-06-17,11080.3935546875,11449.740006510418,11080.3935546875,11172.730167643229,125400
2002-06-18,11034.2236328125,11311.233431125784,11034.2236328125,11126.560232250262,116900
2002-06-19,10110.85546875,11080.389554794521,10110.85546875,10895.716395547945,230400
2002-06-20,10157.029296875,10387.870871803978,9926.187721946022,9926.187721946022,279300
2002-06-21,9741.5126953125,10272.448221360337,9695.344388699645,10157.027454828198,161000
2002-06-24,10157.029296875,10157.029296875,9025.905579723012,9441.42041459517,157400
2002-06-25,10110.85546875,10341.69691780822,9995.434744220891,10018.518889126713,117600
2002-06-26,9695.34375,9972.353571428572,9487.586383928572,9972.353571428572,127100
2002-06-27,9464.5,9972.351219512195,9302.910975609757,9787.678048780488,97500
2002-06-28,9626.0927734375,9880.018482089328,9372.167064785672,9556.840307441547,160500
2002-07-01,9626.0927734375,9626.0927734375,9626.0927734375,9626.0927734375,0
2002-07-02,9325.9990234375,9464.503959429145,9279.830711440285,9325.9990234375,129500
2002-07-03,9372.1650390625,9441.417490090054,9210.575986664871,9325.996738377462,94700
