Date,Open,High,Low,Close,Volume,Change
2016-01-04,9149,9149,8760,8760,3463191,-0.04958229358793531
2016-01-05,8662,8935,8662,8721,2717588,-0.004452054794520599
2016-01-06,8778,8788,8477,8526,2978112,-0.02235982112143098
2016-01-07,8428,8535,8097,8136,3922096,-0.04574243490499652
2016-01-08,7932,8254,7767,8254,3522461,0.014503441494591929
2016-01-11,8107,8107,7893,7893,2289604,-0.04373637024472987
2016-01-12,7991,8010,7757,7835,1677374,-0.007348283288990287
2016-01-13,7932,8185,7873,8059,2901588,0.028589661774090613
2016-01-14,7835,7873,7737,7796,2970102,-0.03263432187616333
2016-01-15,7922,7951,7435,7484,4416448,-0.04002052334530526
2016-01-18,7319,7553,7319,7484,1727834,0.0
2016-01-19,7504,7514,7231,7494,2095607,0.0013361838588989983
2016-01-20,7435,7455,7076,7182,2214495,-0.04163330664531628
2016-01-21,7182,7445,7037,7202,2971249,0.002784739626845001
2016-01-22,7299,7640,7299,7572,2763514,0.0513746181616217
2016-01-25,7786,7786,7533,7582,2389096,0.001320655044902308
2016-01-26,7494,7504,7260,7386,1806668,-0.025850699024004276
2016-01-27,7523,7669,7465,7543,2186011,0.02125643108583808
2016-01-28,7494,7649,7445,7572,2048556,0.003844624154845544
2016-01-29,7630,7640,7465,7620,1860917,0.006339144215530945
2016-02-01,7737,7942,7718,7786,4071863,0.02178477690288716
2016-02-02,7737,7767,7572,7582,1600057,-0.026200873362445365
2016-02-03,7494,7494,7299,7309,1800210,-0.036006330783434404
2016-02-04,7386,7611,7358,7611,1634331,0.041318921877137704
2016-02-05,7611,7883,7582,7757,2321356,0.019182761792142955
2016-02-11,7386,7465,7270,7290,2644762,-0.06020368699239398
2016-02-12,7202,7251,6958,7056,2456162,-0.032098765432098775
2016-02-15,7231,7416,7153,7416,1837160,0.05102040816326525
2016-02-16,7474,7523,7319,7494,1604225,0.010517799352750767
2016-02-17,7465,7533,7386,7455,1515087,-0.005204163330664535
2016-02-18,7640,7698,7504,7543,1990820,0.011804158283031496
2016-02-19,7474,7514,7396,7465,1374021,-0.010340713244067379
2016-02-22,7465,7543,7396,7504,1089568,0.005224380442062859
2016-02-23,7630,7640,7514,7523,1203250,0.0025319829424306217
2016-02-24,7474,7562,7455,7494,952355,-0.0038548451415658658
2016-02-25,7562,7698,7494,7533,1467746,0.005204163330664535
2016-02-26,7640,7659,7562,7592,1118258,0.007832204964821399
2016-02-29,7620,7912,7572,7776,2878420,0.024236037934667998
2016-03-02,7942,7961,7796,7825,2571421,0.006301440329218089
2016-03-03,7844,7951,7767,7883,1951565,0.007412140575079773
2016-03-04,7912,8205,7844,8185,3973997,0.038310287961436096
2016-03-07,8302,8691,8254,8584,4889392,0.04874770922419058
2016-03-08,8623,8701,8341,8448,2624480,-0.01584342963653307
2016-03-09,8380,8477,8263,8389,1924557,-0.006983901515151492
2016-03-10,8399,8428,8311,8331,1709880,-0.0069138157110502085
2016-03-11,8341,8438,8293,8428,1263264,0.011643260112831566
2016-03-14,8574,8633,8273,8273,2083578,-0.018391077361177066
2016-03-15,8273,8283,7991,7991,2108761,-0.0340867883476369
2016-03-16,8049,8195,8020,8087,1195815,0.012013515204605252
2016-03-17,8185,8497,8166,8409,3241356,0.039816990231235305
2016-03-18,8564,8574,8350,8389,2079973,-0.002378404090854991
2016-03-21,8428,8458,8166,8244,1568787,-0.01728453927762541
2016-03-22,8244,8283,8136,8234,1093268,-0.0012130033964095066
2016-03-23,8205,8283,8117,8175,955168,-0.007165411707554026
2016-03-24,8136,8185,8039,8049,909794,-0.015412844036697293
2016-03-25,8059,8087,7932,7971,1046999,-0.009690644800596337
2016-03-28,7951,8059,7863,7903,958409,-0.008530924601681145
2016-03-29,7951,8185,7942,8185,1484497,0.03568265215740851
2016-03-30,8283,8302,8214,8293,1575511,0.013194868662186998
2016-03-31,8389,8389,8039,8049,2060048,-0.029422404437477345
2016-04-01,8069,8087,7816,7844,2043600,-0.025469002360541726
2016-04-04,7883,7912,7708,7737,1379209,-0.01364099949005615
2016-04-05,7669,7718,7553,7640,1467371,-0.012537159105596496
2016-04-06,7620,7659,7474,7504,1919962,-0.017801047120418856
2016-04-07,7602,7620,7474,7553,1158753,0.006529850746268551
2016-04-08,7474,7543,7416,7543,1122414,-0.0013239772275916994
2016-04-11,7562,7592,7465,7484,1145141,-0.00782182155640987
2016-04-12,7494,7543,7406,7523,1032298,0.005211117049706004
