Price,Close,High,Low,Open,Volume
2006-11-14,267961.125,269010.58110313315,265862.2127937337,265862.2127937337,42149
2006-11-15,269360.4375,272508.80625,267961.16250000003,267961.16250000003,28632
2006-11-16,266911.6875,269010.5998525557,266561.8687745741,267961.1436762779,50092
2006-11-17,262014.171875,266211.99572346464,261314.53456692258,265862.17706942593,70465
2006-11-20,263763.34375,266561.893816313,260964.79368368702,265162.6187831565,27544
2006-11-21,265862.1875,267961.09950657893,262014.18215460525,262364.0008223684,35484
2006-11-22,269710.25,269710.25,264113.15012970165,266212.06258106354,41354
2006-11-23,263063.65625,269710.21139461437,263063.65625,264812.7497091091,52146
2006-11-24,266561.84375,268660.75590551185,262364.01943897636,263413.4755167323,33668
2006-11-27,269360.4375,269360.4375,263413.51875,266212.06875000003,29250
2006-11-28,261664.4375,272508.81926804816,260265.16243315508,267961.17530080216,62994
2006-11-29,263413.53125,265512.4438496016,262364.0749501992,263063.7124833997,34238
2006-11-30,266212.09375,266561.9125328515,260265.17444152432,260265.17444152432,58778
2006-12-01,264113.1875,266561.9190397351,262364.0935430463,264463.00629139075,19339
2006-12-04,263063.65625,267611.2992436835,261664.38148271278,265162.56840093085,24800
2006-12-05,258516.0625,268660.8064952639,258516.0625,267261.5314614344,33147
2006-12-06,258865.890625,262713.8971072635,257466.61554054054,260265.16570945946,26814
2006-12-07,253268.765625,263063.690262431,253268.76562500003,260964.77784012433,23585
2006-12-08,251869.5,255017.86875,250470.225,253968.4125,30010
2006-12-11,249070.921875,256417.11479547052,249070.92187500003,251869.4715589888,43307
2006-12-12,243473.84375,249770.5810883621,241025.1125628592,249070.94360632185,58513
2006-12-13,240675.28125,242774.19358648255,237876.73146802327,241374.91869549418,50025
2006-12-14,252569.15625,252569.15625,240325.49909106648,241724.7741949446,77892
2006-12-15,258865.890625,259565.52816722973,251519.69643158783,253268.79028716218,37800
2006-12-18,260265.1875,263063.7379032258,256766.99949596776,256766.99949596776,32619
2006-12-19,258865.890625,262364.07833614864,257816.4343116554,260964.80325168918,19116
2006-12-20,260265.1875,265162.65070564515,257466.6370967742,258516.09349798388,36779
2006-12-21,262364.03125,264462.9435,260614.93770833334,260614.93770833334,42951
2006-12-22,265862.1875,266212.00616776315,260964.7261513158,262364.0008223684,38431
2006-12-26,264462.9375,266561.84970238095,262364.02529761905,266561.84970238095,19573
2006-12-27,269552.1875,270605.1257324219,262532.5992838542,265340.4345703125,28503
2006-12-28,270956.125,273062.00161917094,268850.248380829,269201.2278173575,42371
2007-01-02,267446.25,272359.9606299213,265340.37401574804,270254.0846456693,23257
2007-01-03,270254.125,276571.7538961039,269552.16623376624,269903.1456168831,44657
2007-01-04,269201.21875,275869.8278194263,266393.3833523468,271658.07472294656,67714
2007-01-05,266393.3125,269552.12648221344,259724.70520421606,267095.2711627141,33079
2007-01-08,261128.6875,265691.4199428763,261128.6875,265340.4405241936,40307
2007-01-09,270956.125,271307.10443652846,262532.61852331605,262883.59795984457,63075
2007-01-10,268850.25,271658.08550913836,266744.3733681462,270254.1677545692,29300
2007-01-11,269201.21875,273763.95127118647,266744.36277705344,267095.3422017601,28799
2007-01-12,269201.21875,269201.21875,266744.36277705344,267797.3010511734,33281
2007-01-15,268499.21875,270956.0743464052,266744.32189542486,270254.11560457514,25024
2007-01-16,266744.3125,268148.22993421054,266744.3125,266744.3125,22884
2007-01-17,261830.609375,266744.32054289547,258320.81568364613,266744.32054289547,51614
2007-01-18,260426.640625,262532.51642520213,256916.84762466306,260426.640625,27670
2007-01-19,256214.921875,260426.67401541094,254811.00449486298,259724.71532534243,16350
2007-01-22,253407.15625,254811.0740131579,249195.40296052632,250599.3207236842,32100
2007-01-23,254810.96875,260426.6374827824,253056.0722710055,255512.9273415978,37418
2007-01-24,259373.796875,260777.7145847429,256916.94088294994,257618.8997378214,33078
2007-01-25,261830.609375,263585.50622067694,259724.73316018766,259724.73316018766,40786
2007-01-26,261830.609375,265340.4030663539,259724.73316018766,264638.44432808313,40941
2007-01-29,256214.921875,259724.71532534243,254109.0458047945,258320.79794520547,26124
2007-01-30,260777.65625,260777.65625,251301.21382907132,251301.21382907132,21072
2007-01-31,257267.90625,261128.67974079124,255863.98861698498,260777.7003325375,29692
2007-02-01,260777.65625,261479.61494784657,257267.86276076717,257267.86276076717,20460
2007-02-02,265340.40625,268850.1999834656,257618.86003637564,258320.81878306877,47042
2007-02-05,265340.40625,266393.34437003965,260426.69502314812,265340.40625,26377
2007-02-06,264638.46875,266393.365757626,263234.5511438992,265691.4069545756,25900
2007-02-07,259022.78125,264638.4513042006,259022.78125000003,262532.57503387536,31818
2007-02-08,254109.0625,258671.794285221,250599.2688190608,258671.794285221,70384
2007-02-09,252003.203125,253407.120691156,250599.285558844,252705.16190807798,54813
2007-02-12,251301.203125,251301.203125,244281.61644553073,250599.24445705308,45124
2007-02-13,252003.203125,253758.100082695,248844.38860114902,250248.306167305,34300
2007-02-14,250599.234375,254460.00689338235,250248.25505514705,252354.1309742647,39073
2007-02-15,246387.53125,250599.2839209402,245334.59308226497,250248.30453169518,39980
2007-02-16,247791.453125,247791.45312500003,244281.6591713881,247089.49433427764,45421
2007-02-20,246387.53125,248493.4075854701,246036.551860755,246387.53125,26530
2007-02-21,246738.515625,247089.49502133712,244632.63924697725,246387.53622866288,30800
2007-02-22,247791.453125,249195.37070644478,245334.59735747168,245334.59735747168,26600
2007-02-23,248493.328125,249195.28667902542,246738.43173993644,246738.43173993644,28542
2007-02-26,249897.296875,252354.15232180478,248142.4001272823,249546.31752545646,35532
2007-02-27,242877.6875,247089.4393063584,242877.6875,245685.52203757226,58353
2007-02-28,238665.9375,239718.87545955883,232348.30974264705,237262.02022058822,114271
2007-03-01,238665.9375,238665.9375,238665.9375,238665.9375,0
2007-03-05,230242.4375,236560.06535823172,228136.5615472561,234103.2100800305,40373
2007-03-06,235156.203125,235156.203125,227434.6561567164,230242.49141791044,76621
2007-03-07,237262.0,237963.95857988164,233752.2071005917,235156.12426035502,39069
2007-03-08,236911.015625,239367.87060185184,235507.09849537036,235507.09849537036,56932
2007-03-09,236560.109375,237262.0681565282,235507.17120270772,236911.08876576409,28066
2007-03-12,237964.03125,241473.82522123895,236560.11366150444,236560.11366150444,42091
2007-03-13,234805.21875,239718.93035313903,233050.32174887892,238665.99215246638,42775
2007-03-14,234805.21875,236560.11575112108,231646.40414798207,232699.34234865473,22624
2007-03-15,233752.25,236209.10548048047,232699.31193693692,235858.12612612612,35662
2007-03-16,232699.3125,237613.02347285068,231997.35378959274,234805.1886312217,43382
2007-03-19,235858.125,235858.125,233050.29017857145,233401.26953125,38217
2007-03-20,241824.78125,242526.73997641512,234805.19398584907,235858.13207547172,41033
2007-03-21,242175.765625,242877.72436594203,237964.01317934785,241824.786254529,19436
2007-03-22,241473.796875,242175.75558684595,237964.00331577036,240069.87945130817,35628
2007-03-23,237613.03125,239718.90745014773,236911.07251661745,239367.92808345644,21124
2007-03-26,233401.25,236209.08458646617,232699.29135338348,235858.10526315792,51576
2007-03-27,233752.25,234454.2087087087,231997.35322822822,233401.27064564565,73073
2007-03-28,232348.34375,234103.24060611782,230242.46752265858,234103.24060611782,52202
2007-03-29,229540.421875,232348.25578172784,229189.44263665902,230242.38035168196,50860
2007-03-30,232348.34375,234103.24060611782,228838.55003776433,230242.46752265858,43037
2007-04-02,230242.4375,232348.3134527439,230242.4375,231646.35480182926,30385
2007-04-03,235156.203125,236560.12075559702,230944.45023320895,231295.4296408582,70456
2007-04-04,233752.25,236560.08483483482,233401.27064564565,235156.1674174174,67022
2007-04-05,234103.21875,235156.1567653673,231646.3633808096,233752.23941154423,28548
2007-04-06,239718.875,239718.875,233752.2265739385,233752.2265739385,89717
2007-04-09,235156.203125,238665.99720149254,234805.22371735075,238315.0177938433,62404
2007-04-10,232348.34375,236209.1168334592,230944.42626510572,235858.13746223564,70119
2007-04-11,231295.40625,233050.3031107739,230944.42687784522,231646.38562215478,61715
2007-04-12,233050.265625,234103.2035721009,231646.3483621988,231997.3276778991,83014
2007-04-13,243228.640625,243579.61990440116,233050.24152236653,233752.20008116885,112434
2007-04-16,244281.640625,246738.49620599858,239718.90883171695,244983.59936242818,81421
2007-04-17,256214.921875,257618.83925513696,245334.56217893833,245685.54152397258,154500
2007-04-18,259724.765625,260426.72445101352,252354.19795185814,259724.76562500003,91159
2007-04-19,255863.90625,258320.76131687243,251301.17541152265,258320.76131687243,63193
2007-04-20,256916.859375,259373.71458760247,254810.98347848363,256214.9007428279,106081
2007-04-23,254810.96875,258671.7410037879,254810.96875,256565.8652289945,56033
2007-04-24,252705.1875,253407.14635416667,248493.434375,252705.1875,66533
2007-04-25,251301.203125,252705.12046089387,245334.55444745114,252003.16179294695,57413
2007-04-26,246387.53125,252705.16025641028,244281.65491452994,251301.2426994302,85508
2007-04-27,249897.296875,252354.15232180478,244983.58598139044,246738.48272910813,83488
2007-04-30,245685.53125,250950.22120535714,245334.55191964286,249897.2832142857,46680
2007-05-02,249897.296875,250599.2555740871,244281.62728230338,245685.54468047753,54035
2007-05-03,249195.296875,250248.2347491197,247791.37970950702,247791.37970950702,27451
2007-05-04,248493.328125,249546.26595603814,245685.4939088983,249546.26595603814,48087
2007-05-07,250248.25,250248.25,247089.43618513324,247440.4154978962,39231
2007-05-08,252003.203125,258320.83217270195,250248.306167305,252003.203125,79638
2007-05-09,266393.3125,266744.29183135706,254109.03590250327,256214.91189064557,134718
2007-05-10,258671.71875,265340.32479647215,258671.71874999997,265340.32479647215,83446
2007-05-11,253407.15625,257618.90953947368,253407.15625,256916.95065789475,58023
2007-05-14,256214.921875,257969.81860017122,253407.08711472602,253758.06645976024,49630
2007-05-15,258671.71875,259724.65654681137,253758.0090315468,256214.86389077338,46034
2007-05-16,258320.765625,262181.53793733014,253758.03471042798,256565.8691193954,29963
2007-05-17,257969.8125,261128.62653061227,255863.93647959185,260426.66785714286,29233
2007-05-18,259022.78125,263936.4925474255,257267.88435806235,259724.7400067751,43660
2007-05-21,256214.921875,260426.67401541094,256214.92187499997,257969.81860017122,30192
2007-05-22,256916.859375,257267.83869108607,253407.06621413934,254810.98347848363,45495
2007-05-23,252003.203125,256916.91460654596,250248.306167305,255162.01764885098,47423
2007-05-25,247791.453125,249546.35010180596,247089.49433427764,247440.47372963882,61606
2007-05-28,257618.890625,257618.890625,246738.52875936648,246738.52875936648,54738
2007-05-29,255513.015625,258320.85096153844,254109.09795673075,257618.89212740384,38767
2007-05-30,259724.765625,264638.4774070946,254109.09501689192,257618.88914695947,99880
2007-05-31,270956.125,273763.960492228,263234.57739637303,265691.43345207255,168258
2007-06-01,273763.90625,282538.39042467944,266744.3189102564,270254.1125801282,125979
2007-06-04,279379.5625,279379.5625,272359.97550251253,277273.68640075374,103748
2007-06-05,272008.9375,278677.5437096774,272008.9375,275869.70951612905,101084
2007-06-07,273763.90625,277975.6586538461,268148.2363782051,270254.1125801282,74065
2007-06-08,268850.25,273763.96214099217,266042.4144908616,271658.08550913836,59871
2007-06-11,266393.3125,271307.02313899866,265340.37450592883,266042.33316864294,34967
2007-06-12,267095.3125,272009.02389947436,264989.4361859396,264989.4361859396,35602
2007-06-13,265340.40625,270956.07622354495,264989.4268766534,270956.07622354495,51793
2007-06-14,270956.125,270956.125,266042.412888601,268148.289507772,84998
2007-06-15,266744.3125,275167.8171052631,266744.3125,272710.9615953947,56843
2007-06-18,269552.1875,269552.1875,266042.39339192706,266744.3522135417,35912
2007-06-19,266744.3125,273061.94095394737,266744.3125,273061.94095394737,42564
2007-06-20,267446.25,270254.0846456693,266393.312007874,267095.2706692914,100000
2007-06-21,264989.4375,267446.29321192054,264989.4375,265340.41688741726,53066
2007-06-22,262883.53125,267446.26276702265,262883.53125,264638.4279873164,50955
2007-06-25,264989.4375,266744.33443708613,261479.64362582783,261830.62301324506,43531
2007-06-26,262532.5625,265691.37675467914,261479.62441510695,264989.4180314171,31290
2007-06-27,255863.90625,264638.38863168727,254459.98906893004,264638.38863168727,61025
2007-06-28,255161.984375,256916.88110385142,254460.0256834594,256214.92241231084,59979
2007-06-29,252705.1875,255864.00234375,252705.1875,255162.04348958336,48800
2007-07-02,249897.296875,252003.17297226124,246738.48272910813,249195.3381759129,62684
2007-07-03,252354.171875,257969.84190281644,250599.27499130738,255863.96564238527,61007
2007-07-04,256565.9375,257267.89628932968,252705.16415868673,254460.06113201095,37316
2007-07-05,261830.609375,263234.52685154154,254811.02199229223,255162.00136142762,68435
2007-07-06,270605.09375,270956.07311932556,262532.56825551233,262532.56825551233,81047
2007-07-09,268148.21875,272710.95022087696,263585.48727912304,264638.4253108639,68928
2007-07-10,271307.0625,272360.00064683054,267797.26867723156,268850.2068240621,70569
2007-07-11,264638.46875,268850.2215683024,263936.5099469496,268499.2421667772,52203
2007-07-12,268148.21875,274114.8675965314,265340.3839986911,268499.1980939136,48408
2007-07-13,268148.21875,273061.92956479057,268148.21875,271658.0121891361,48796
