Date,Open,High,Low,Close,Volume,Change
2004-11-24,79801,83166,79801,82358,591184,0.02513100735632756
2004-11-25,83166,85857,83031,84511,729945,0.02614196556497239
2004-11-26,85184,86396,83166,84107,578047,-0.0047804427825963725
2004-11-29,85184,88280,84377,88279,464814,0.0496034812797983
2004-11-30,88952,88952,86665,88952,545933,0.007623557131367642
2004-12-01,90029,94066,89087,93258,601221,0.04840813022753854
2004-12-02,93528,94201,90029,92182,1230313,-0.011537884149349087
2004-12-03,92182,93259,90164,90836,765438,-0.014601549109370615
2004-12-06,89625,89760,85454,86126,959723,-0.05185168875776125
2004-12-07,85454,86934,83973,86126,832447,0.0
2004-12-08,85454,89222,85454,89086,1275798,0.034368251166895014
2004-12-09,88683,89760,87068,87875,2296913,-0.013593606178299633
2004-12-10,87472,93932,81820,82896,9478370,-0.05666002844950213
2004-12-13,79398,79936,76437,78052,1709714,-0.058434665122563234
2004-12-14,78187,78456,74822,76706,1468715,-0.017244913647312066
2004-12-15,76572,78187,74957,77244,1276808,0.007013792923630469
2004-12-16,77917,80609,77245,78052,1365478,0.010460359380663808
2004-12-17,76437,77110,73880,75764,6414999,-0.02931379080612928
2004-12-20,75899,78859,75764,78052,2256591,0.030199039121482585
2004-12-21,77110,80340,76975,79666,1221217,0.020678522010967093
2004-12-22,80743,80878,78590,80608,787324,0.011824366731102431
2004-12-23,80743,82358,79532,81416,1416664,0.010023818975783971
2004-12-24,81416,82358,80878,82089,800096,0.008266188464183921
2004-12-27,82224,83973,81955,83704,756940,0.01967376871444415
2004-12-28,83031,83704,79936,81416,711688,-0.027334416515339743
2004-12-29,77783,77917,76168,76706,663663,-0.05785103665127245
2004-12-30,77648,77648,75899,76571,479670,-0.0017599666258180102
2005-01-03,76033,76975,74822,74822,1913766,-0.022841545754920256
2005-01-04,74957,75630,74015,75629,756371,0.010785597818823378
2005-01-05,74822,76437,74419,75495,577571,-0.001771807111028867
2005-01-06,75495,76168,74688,74687,441502,-0.010702695542751162
2005-01-07,74688,75361,70381,70381,1227807,-0.057653942453171236
2005-01-10,71189,72131,70651,71592,765264,0.017206348304229735
2005-01-11,71054,71593,70112,70515,705969,-0.015043580288300329
2005-01-12,70247,72400,70247,71054,671501,0.007643763738211629
2005-01-13,71323,73611,71323,72803,444936,0.024615081487319612
2005-01-14,72535,73880,71323,73611,545230,0.011098443745449993
2005-01-17,74419,74419,73073,73745,373406,0.0018203801062341984
2005-01-18,73746,74149,73073,73207,291354,-0.007295409858295465
2005-01-19,72804,75361,71996,75360,536730,0.02940975589766004
2005-01-20,75226,76303,72804,73072,1009160,-0.030360934182590227
2005-01-21,72400,73611,71323,72669,662339,-0.005515108386249135
2005-01-24,72131,75899,72131,75360,886167,0.037030921025471564
2005-01-25,75899,77110,75361,76840,657750,0.019639065817409707
2005-01-26,76437,77783,76437,77379,949885,0.007014575741801199
2005-01-27,76975,77783,74284,75091,729435,-0.029568746042207827
2005-01-28,75091,75226,73880,74687,423653,-0.0053801387649651256
2005-01-31,74688,75899,73342,73342,396067,-0.018008488759757357
2005-02-01,72804,74553,72804,74149,474668,0.011003245071037115
2005-02-02,74149,74553,72804,73207,370382,-0.012704149752525318
2005-02-03,72938,73611,72938,72938,270099,-0.0036745120002185105
2005-02-04,73880,74015,72265,72669,430693,-0.003688063835037947
2005-02-07,72669,73342,72400,72938,626894,0.0037017159999450655
2005-02-11,72938,74015,71189,71457,755658,-0.02030491650442845
2005-02-14,71323,71458,70112,70515,905585,-0.01318275326420082
2005-02-15,70381,71458,70247,71323,716923,0.01145855491739356
2005-02-16,71727,72535,70516,71727,812467,0.005664371941729973
2005-02-17,71996,75226,71458,75091,1216724,0.04690005158447996
2005-02-18,75361,76168,74149,75629,1042667,0.007164640236513087
2005-02-21,77917,80878,77514,77917,1783764,0.03025294529876099
2005-02-22,78725,79532,76706,77379,748849,-0.006904783295044736
2005-02-23,77648,78994,75226,78724,868165,0.017381977022189465
2005-02-24,79263,80071,77514,78724,883792,0.0
2005-02-25,79936,83300,79801,82089,1765520,0.042744271124434796
2005-02-28,83839,85857,82897,85184,1056963,0.03770298091096258
2005-03-02,85992,85992,82493,82762,835559,-0.028432569496619098
2005-03-03,82762,83570,81416,81416,594965,-0.01626350257364495
2005-03-04,82628,85184,81282,83838,820841,0.029748452392650115
2005-03-07,84781,88010,84108,84107,1646878,0.0032085689067009593
2005-03-08,85454,85857,83166,84646,1089359,0.006408503453933623
2005-03-09,85050,88952,84377,88010,2059575,0.03974198426387554
2005-03-10,89356,92317,85588,85588,2186397,-0.0275196000454494
2005-03-11,85588,87338,82493,84511,1849780,-0.012583539748562855
2005-03-14,84108,84915,82493,83165,827589,-0.015926920755877982
2005-03-15,83435,83839,80743,80878,1023076,-0.02749954908916008
2005-03-16,80340,82089,77917,78724,1389902,-0.02663270605108925
2005-03-17,77783,81282,77783,79801,1117398,0.013680707281134019
2005-03-18,79398,82089,78321,79532,942230,-0.003370885076628083
2005-03-21,83300,83435,80205,82089,1927880,0.03215058089825473
2005-03-22,81416,82089,79263,79801,514278,-0.027872187503806822
2005-03-23,78456,79532,77917,78724,412311,-0.013496071477801075
2005-03-24,78725,79398,77514,77917,671566,-0.010251003505919454
2005-03-25,78052,80071,78052,78724,443908,0.010357174942567049
2005-03-28,78725,81551,78725,79936,781362,0.015395559168741357
2005-03-29,80340,80609,78052,78859,535801,-0.013473278622898266
2005-03-30,79263,79532,78321,78859,584373,0.0
2005-03-31,79398,80743,78590,80743,489889,0.02389074170354677
2005-04-01,81955,83570,81282,83569,597142,0.03499993807512736
2005-04-04,84915,87607,84915,87472,754795,0.0467039213105338
2005-04-06,86799,87472,85050,87202,563081,-0.003086702030363986
2005-04-07,87203,88145,86530,87472,536080,0.0030962592601087024
2005-04-08,87607,88280,86799,88144,543097,0.007682458386683688
2005-04-11,88145,88145,86261,86933,403963,-0.013738881829733152
2005-04-12,86530,88010,86396,86933,240779,0.0
2005-04-13,86126,86799,84512,85453,422191,-0.017024605155694594
2005-04-14,83839,84377,81416,81416,669428,-0.047242343744514526
2005-04-15,82089,82089,79532,80743,636817,-0.008266188464183921
2005-04-18,80340,80474,77110,78455,529060,-0.028336821767831255
2005-04-19,78052,79398,78052,78724,387580,0.0034287170989739657
2005-04-20,79398,81820,78994,81820,665551,0.03932726995579494
2005-04-21,79801,81551,78859,80743,261515,-0.01316304082131503
2005-04-22,81416,82224,80205,80205,170931,-0.006663116307295991
2005-04-25,80205,81820,79263,79936,354285,-0.0033539056168567782
2005-04-26,80071,81147,79129,79128,222061,-0.010108086469175381
2005-04-27,78321,78725,77783,78455,288769,-0.008505206753614436
2005-04-28,77648,78187,76168,76437,472302,-0.025721751322414166
2005-04-29,74015,75764,74015,74687,1208103,-0.02289467142875834
2005-05-02,74822,75495,74419,74687,136731,0.0
2005-05-03,75361,75764,74419,74418,276999,-0.003601697751951516
2005-05-04,74015,76033,73746,75495,434001,0.014472305087478876
2005-05-06,76303,78052,76303,77648,577033,0.028518444930127895
2005-05-09,76706,76706,75091,75360,511669,-0.029466309499278753
2005-05-10,76303,76303,75361,75764,236146,0.005360934182590205
2005-05-11,75495,76303,75361,76033,704880,0.003550498917691769
2005-05-12,75495,76033,74688,75226,249686,-0.01061381242355297
2005-05-13,74419,74419,71323,71323,938396,-0.05188365724616484
2005-05-16,71323,71996,70651,71457,513741,0.00187877683215798
2005-05-17,71593,72669,70651,71188,441319,-0.0037645017283121085
2005-05-18,71323,71996,70247,70246,436754,-0.013232567286621366
2005-05-19,70516,71593,70516,71188,537232,0.013410016228682098
2005-05-20,71593,71996,70920,71592,393384,0.00567511378322183
2005-05-23,72131,72669,71593,71996,224462,0.0056430886132528
2005-05-24,72938,73073,72131,72400,303134,0.0056114228568253655
2005-05-25,72400,72669,71323,71323,286540,-0.01487569060773486
2005-05-26,71996,72131,69574,69843,562130,-0.020750669489505436
2005-05-27,70651,71323,70247,71323,302468,0.02119038414730179
2005-05-30,70651,71323,70381,70515,297229,-0.011328743883459724
2005-05-31,70516,70651,69843,70515,347656,0.0
2005-06-01,70651,72535,70651,71996,539455,0.021002623555271827
2005-06-02,73207,74553,72804,73207,581620,0.016820378909939482
2005-06-03,74015,74688,73073,74553,404708,0.018386219897004397
2005-06-07,73477,75091,73342,74687,226674,0.0017973790457794792
2005-06-08,74015,76033,73611,74149,428069,-0.007203395503902921
2005-06-09,73342,75091,73207,75091,471044,0.012704149752525318
2005-06-10,74688,75226,73880,74149,253686,-0.012544779001478212
2005-06-13,74149,75226,73611,74014,273135,-0.0018206584040243445
2005-06-14,74688,75361,73477,74014,151859,0.0
2005-06-15,72804,74419,72804,74014,246239,0.0
2005-06-16,74015,75361,73880,74553,340655,0.007282406031291266
2005-06-17,76033,77245,74822,75360,443668,0.010824514104060157
2005-06-20,77379,77379,75630,75898,340844,0.007139065817409751
2005-06-21,74688,74822,71458,73880,1479658,-0.026588315897652093
2005-06-22,72669,74149,72669,74014,384317,0.0018137520303194155
2005-06-23,73880,74015,72400,73745,684049,-0.003634447536952523
2005-06-24,73477,75630,72669,72938,511846,-0.010943114787443253
2005-06-27,72938,73746,72804,73342,262360,0.005538950889796723
2005-06-28,74015,75764,73880,74687,436492,0.018338741785061785
2005-06-29,74149,74553,72400,73476,394240,-0.016214334489268567
2005-06-30,72265,73746,71996,73745,317844,0.003661059393543553
2005-07-01,73342,77514,72804,75360,672660,0.02189978981625873
2005-07-04,75361,76168,74149,75091,221523,-0.0035695329087048755
2005-07-05,75226,75226,73746,74284,273308,-0.01074696035476952
2005-07-06,74419,74957,73746,74149,259197,-0.0018173496311453263
2005-07-07,74419,75630,74284,74956,556925,0.010883491348500973
2005-07-08,74957,75630,74149,74553,235456,-0.005376487539356378
2005-07-11,74284,74688,73746,74014,655137,-0.007229756012501198
