Date,Close,High,Low,Open,Volume
2006-06-29,35057.69140625,36220.318927375636,33537.332340162626,33984.49677136479,1195650
2006-06-30,36578.0546875,36622.771135773226,34878.82965311736,35415.42703239609,472510
2006-07-03,37025.21484375,37293.51350203805,35683.721552309784,36935.781957653984,207420
2006-07-04,39350.46875,39618.76740056818,37159.363103693184,37159.363103693184,277000
2006-07-05,39350.46875,39350.46875,38187.841264204544,38187.841264204544,137000
2006-07-06,39708.20703125,40065.938626126124,39037.46029085726,39350.475436373876,227000
2006-07-07,40960.26953125,41049.70243415666,39708.208890556765,40289.522759450054,294000
2006-07-10,40915.54296875,41004.97584955601,39887.064839480874,39887.064839480874,139000
2006-07-11,40691.96484375,40870.830623282964,40065.93461538461,40557.81550910028,191000
2006-07-12,39797.6328125,40334.230108848315,38679.72177844101,40065.931460674154,189000
2006-07-13,38456.1484375,39708.209084302325,37695.9687590843,39171.611664244185,180000
2006-07-14,38500.859375,41004.98030995935,37248.79890752033,38187.844258130084,99000
2006-07-18,36220.3203125,38456.142554012345,36220.3203125,38456.142554012345,183000
2006-07-19,36220.3203125,36667.48476080247,35907.30519868827,35907.30519868827,119000
2006-07-20,36488.62109375,36578.05398858762,35773.15793504902,36443.90464633119,123000
2006-07-21,35236.5546875,36399.182126427666,35191.83824754124,35952.0177268401,111830
2006-07-24,35817.8828125,35817.8828125,35236.56885923845,35236.56885923845,82970
2006-07-25,35773.1640625,37069.94125976563,35594.2982421875,37069.94125976563,174590
2006-07-26,35326.0,36041.46329113924,35326.0,35773.16455696203,356000
2006-07-27,35728.43359375,36041.448656523775,35594.28428113266,35728.43359375,199000
2006-07-28,35773.1640625,35773.1640625,35281.28305664063,35728.44760742188,107430
2006-07-31,35862.6015625,35996.75094490337,35594.302797693264,35817.88510169888,99310
2006-08-01,35862.6015625,35862.6015625,35594.302797693264,35862.6015625,70770
2006-08-02,35952.01953125,36041.452415656095,35683.720878031716,35952.01953125,67820
2006-08-03,36175.61328125,36488.62847651421,35326.000608389986,36488.62847651421,68030
2006-08-04,36756.9140625,36756.9140625,36086.16745552007,36175.60033645073,164470
2006-08-07,36622.7734375,36846.355692918194,36399.191182081806,36667.48988858364,43430
2006-08-08,37114.6484375,37114.6484375,36265.03600338855,36265.03600338855,71830
2006-08-09,37427.671875,37427.671875,36220.32762096774,36220.32762096774,26510
2006-08-10,37472.37890625,37472.37890625,36891.06515233443,37159.36380798777,50330
2006-08-11,37427.671875,37561.82123655914,36846.357974910396,37472.38832885305,45440
2006-08-14,37382.953125,37472.38602721292,37025.221516148325,37472.38602721292,46090
2006-08-16,37159.37109375,37427.669802008124,37159.37109375,37382.95335063177,65850
2006-08-17,37069.9375,37159.370401085645,36220.32493968637,36756.92234620024,141300
2006-08-18,36265.03125,37114.643572749694,36265.03125,36578.0463162762,113150
2006-08-21,36130.890625,36354.472868966586,35862.5919322401,36220.32352258664,64000
2006-08-22,36578.0546875,37114.652066778726,35907.30796340159,36130.890204767726,113000
2006-08-23,37069.9375,37382.95265379976,36265.04139022919,36399.19074185766,81120
2006-08-24,36846.359375,37114.6581083131,36667.49355279126,36801.64291944781,82220
2006-08-25,37159.37109375,37159.37109375,36443.90787172834,37114.65464237364,95510
2006-08-28,37204.08984375,37204.08984375,36667.49239408053,37069.94048133263,70440
2006-08-29,37025.21484375,37159.36417289402,36801.632628509964,37114.647729846016,65690
2006-08-30,37248.80078125,37293.517228766505,36712.20341105192,36712.20341105192,83800
2006-08-31,37382.953125,37382.953125,36756.92280950957,37248.80377168062,111370
2006-09-01,36980.50390625,37204.0861547763,36891.07100683948,37114.65325536578,58230
2006-09-04,36756.9140625,37204.07846715328,36488.615419708025,37204.07846715328,71690
2006-09-05,36578.0546875,36980.50272195905,36265.03954958741,36756.92048059291,53010
2006-09-06,36220.3203125,36399.186091820986,36130.88742283951,36354.46964699074,97570
2006-09-07,35907.30859375,36130.890839041094,35683.726348458906,35952.025042808214,109900
2006-09-08,35996.74609375,36041.46254852485,35728.44736510093,35773.16381987578,67480
2006-09-11,35594.296875,35952.02850188442,35594.296875,35952.02850188442,104530
2006-09-12,34834.11328125,35415.42711007702,34655.24748776476,35370.710661705714,204040
2006-09-13,35594.296875,35639.013328360554,34878.833621231155,35549.580421639446,121040
2006-09-14,35773.1640625,35862.59697265625,35325.99951171875,35549.581787109375,153680
2006-09-15,37114.6484375,37651.24576430723,35817.87156438253,35817.87156438253,247760
2006-09-18,37561.80859375,37651.241471354166,37025.211328125,37114.64420572917,248350
2006-09-19,38724.44921875,38769.16567281322,37651.25432123268,37651.25432123268,319070
2006-09-20,38456.1484375,38813.88005087209,37964.26746911337,38813.88005087209,111220
2006-09-21,38366.71484375,38590.29709808421,38098.41613854895,38232.56549114947,142430
2006-09-22,39126.8984375,39663.49590178572,38366.71869642857,38366.71869642857,212890
2006-09-25,38456.1484375,39082.17876090116,38098.416824127904,38858.5965025436,54150
2006-09-26,38590.29296875,38948.02453740585,38366.710738340094,38635.009414831984,98480
2006-09-27,39171.609375,39708.20676369863,38590.295537243146,39708.20676369863,159630
2006-09-28,38724.44921875,39171.61375938222,38545.58340249711,39171.61375938222,211970
2006-09-29,39350.46875,40021.215376420456,38545.572798295456,38769.15500710227,112290
2006-10-02,40200.08203125,40200.08203125,39171.60384802558,39350.46961902113,80910
2006-10-04,40736.6875,41139.13556531284,39350.477497255764,40021.224272777166,135510
2006-10-09,40736.6875,40870.83685510428,38769.16362513721,40557.82169319429,118470
2006-10-10,41139.1328125,41139.1328125,39976.50514605978,40244.803838315216,158080
2006-10-11,41139.1328125,41139.1328125,40602.53542798913,41049.699915081525,44860
2006-10-12,41496.875,41541.59146012931,40915.561018318964,41139.143318965514,167770
2006-10-13,41675.7265625,41675.7265625,40960.26344554721,41541.57722807135,63680
2006-10-16,41720.4453125,41720.4453125,40870.832814174704,41631.01241793944,59220
2006-10-17,41720.4453125,42167.60978530279,41183.84794513666,41809.87820706056,75250
2006-10-18,41720.4453125,41720.4453125,41049.69860329582,41407.430181538046,42130
2006-10-19,42033.46875,42748.93204787234,41452.154820478725,42033.46875,142480
2006-10-20,41944.02734375,42435.90826142724,41675.7286613806,42435.90826142724,66520
2006-10-23,41854.59375,42033.459535256414,41541.57862580128,42033.459535256414,143590
2006-10-24,42704.20703125,42704.20703125,41765.16164103403,41765.16164103403,184870
2006-10-25,42346.4765625,42659.491700765575,42212.32721752904,42301.76011417635,38430
2006-10-26,42838.3515625,43196.08309955637,42346.470699047495,42346.470699047495,212200
2006-10-27,43017.2265625,43240.80882114085,42391.19623830561,42927.79365904366,27870
2006-10-30,43017.2265625,43196.092369412676,42927.79365904366,43017.2265625,194490
2006-10-31,43643.25390625,44358.71708504098,42927.79072745902,43240.805868180076,244350
2006-11-01,44314.0,44537.58224016146,44135.13420787084,44269.28355196771,124110
2006-11-02,44314.0,44537.58224016146,44135.13420787084,44269.28355196771,124110
2006-11-03,45163.6171875,45610.78171410891,44448.15394492574,45610.78171410891,236200
2006-11-06,45163.6171875,45521.34880878713,44984.75137685643,45521.34880878713,90270
2006-11-07,46057.94140625,46326.2400940534,45163.61244690534,45163.61244690534,143100
2006-11-08,45610.78125,46326.24448529412,44448.153492647056,46326.24448529412,68600
2006-11-09,46057.94140625,46236.80719811893,45431.91113470874,45610.776926577666,58950
2006-11-10,46057.94140625,46773.404573725726,44895.31375910194,46773.404573725726,63440
2006-11-13,45789.64453125,45789.64453125,45163.61423492432,45789.64453125,18940
2006-11-14,45521.34765625,45968.512171537324,45253.0489470776,45610.780559307466,48880
2006-11-15,45521.34765625,45521.34765625,44627.018625675344,45163.616044020135,83120
2006-11-16,45253.046875,45342.47977396245,44805.882380187744,45163.61397603755,69040
2006-11-17,44627.0234375,45431.919651803604,44269.2917866984,45431.919651803604,49820
2006-11-20,44716.45703125,44716.45703125,44403.441832031254,44627.0241171875,110000
2006-11-21,45431.9140625,45700.212767593504,44492.868594672735,45342.48116080216,22660
2006-11-22,45074.1796875,45700.2099609375,45074.1796875,45431.91127232143,141380
2006-11-23,45163.6171875,46773.409483292075,43911.55651299505,44716.45266089109,224380
2006-11-24,46236.8046875,46236.8046875,44492.863311472436,45163.609994559956,66310
2006-11-27,46236.8046875,46326.23757857834,45163.609994559956,45879.07312318665,87450
2006-11-28,45431.9140625,45968.51147268701,45074.18245570866,45431.9140625,194300
2006-11-29,45074.1796875,45700.2099609375,45074.1796875,45074.1796875,114850
2006-11-30,45163.6171875,46057.94624071782,44716.45266089109,45163.6171875,57240
2006-12-01,45163.6171875,46505.11076732673,44984.75137685643,44984.75137685643,61800
2006-12-04,46057.94140625,46415.67298998786,45521.3440306432,45521.3440306432,137530
2006-12-05,48293.76171875,49277.52353153935,46057.93941695602,46415.67098524306,221070
2006-12-06,50887.31640625,50976.74929975835,48293.76249450791,48383.195388016255,173780
2006-12-07,48919.79296875,50976.74952867916,48383.195605290224,49188.091650479895,162290
2006-12-08,48114.890625,50708.444208875466,47667.726213986985,50708.444208875466,34810
2006-12-11,49635.26171875,50976.75527871621,48383.20106278153,48472.63396677928,42000
2006-12-12,49456.40234375,50976.76190947107,49456.40234375,50529.59733131782,71130
2006-12-13,49992.99609375,50708.459365216906,49366.96573121646,50708.459365216906,59720
2006-12-14,48919.79296875,49992.987695669566,48204.329817470294,49366.95743829982,183830
2006-12-15,48025.4609375,49098.65559532123,47846.59516119646,48740.92404271415,90340
2006-12-18,48025.4609375,48472.62537825885,47488.86360858938,47488.86360858938,108870
2006-12-19,48025.4609375,48651.49115456238,47667.729384892926,47846.59516119646,73470
2006-12-20,49456.40234375,49456.40234375,47846.60986239828,48025.47569365959,133160
2006-12-21,49814.1328125,50440.16320691203,48740.93785065081,50440.16320691203,67390
2006-12-22,50529.6015625,50529.6015625,48830.376023230085,49456.40648506637,47640
2006-12-26,50350.7265625,50619.025283081704,49545.83040075489,49545.83040075489,26790
2006-12-27,50756.41796875,51387.49243727798,50395.80398673401,51297.33894177398,31630
2006-12-28,52289.03125,52289.03125,50035.19369612069,50756.42171336207,121100
